job_id,student_id,skill,student_has_skill,job_requires_skill,match
J010,S007,Statistics,0,1,0
J010,S008,Business Analysis,0,1,0
J010,S008,Communication,0,1,0
J010,S008,Excel,1,1,1
J010,S008,Machine Learning,1,0,0
J010,S008,Power BI,1,1,1
J010,S008,Python,1,0,0
J010,S008,SQL,1,1,1
J010,S008,Statistics,1,1,1
J010,S009,Business Analysis,0,1,0
J010,S009,Communication,0,1,0
J010,S009,Excel,0,1,0
J010,S009,GitHub,1,0,0
J010,S009,NumPy,1,0,0
J010,S009,Pandas,1,0,0
J010,S009,Power BI,0,1,0
J010,S009,Python,1,0,0
J010,S009,SQL,1,1,1
J010,S009,Statistics,0,1,0
J010,S009,Tableau,1,0,0
J010,S010,Business Analysis,0,1,0
J010,S010,Communication,1,1,1
J010,S010,Excel,1,1,1
J010,S010,Power BI,1,1,1
J010,S010,Presentation,1,0,0
J010,S010,SQL,1,1,1
J010,S010,Statistics,1,1,1
